"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 19 23:26:16 IST 2022","Tue Jul 19 23:26:21 IST 2022","5140","","Demo test for UI validation","","","","Tutorials point automation practice",""
